qid,test_id,source_file,type,question_text,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
2,math_grade4_2014,math-grade4-2014.js,multiple-choice,Wilma drinks 1.09 liters of juice. Richard drinks 0.987 liter of juice. How much more juice does Wilma drink than Richard?,7,0.2344450224509475,2.9346639874619314,0:0.1074|1:0.1074|2:0.1074|3:0.1100|4:0.1115|5:0.1088|6:0.1131|7:0.2344
3,math_grade4_2014,math-grade4-2014.js,multiple-choice,What is the least common multiple of 8 and 12?,7,0.31329680657600634,2.8242858112811273,0:0.0962|1:0.0962|2:0.0965|3:0.0964|4:0.0999|5:0.1050|6:0.0965|7:0.3133
4,math_grade4_2014,math-grade4-2014.js,multiple-choice,What is the product of 84 and 76?,6,0.18709907164314343,2.966567934132984,0:0.1039|1:0.1039|2:0.1041|3:0.1490|4:0.1300|5:0.1055|6:0.1871|7:0.1166
5,math_grade4_2014,math-grade4-2014.js,free-response,Kristin poured 6 ounces of lemonade into each of 19 glasses. Exactly how many ounces of lemonade did Kristin pour into all of these glasses?,4,0.3385234235318513,2.7802468879112565,0:0.0934|1:0.0934|2:0.0935|3:0.0942|4:0.3385|5:0.0942|6:0.0942|7:0.0986
6,math_grade4_2014,math-grade4-2014.js,multiple-choice,"At a store, flowerpots cost $28 each. Which is closest to the total cost of 72 of these flowerpots?",4,0.5665134179941407,2.2041140755081114,0:0.0615|1:0.0615|2:0.0616|3:0.0616|4:0.5665|5:0.0622|6:0.0617|7:0.0634
7,math_grade4_2014,math-grade4-2014.js,multiple-choice,A school choir sold 825 tickets for a concert. Each ticket cost $9. What was the total cost of all the tickets sold?,7,0.4432850763309492,2.5535866618540553,0:0.0793|1:0.0793|2:0.0793|3:0.0793|4:0.0801|5:0.0801|6:0.0793|7:0.4433
8,math_grade4_2014,math-grade4-2014.js,multiple-choice,This model is shaded to represent 1 whole. What is the sum of Model 1 and Model 2 shown below?,3,0.5467295425430853,1.8515576438659744,0:0.0275|1:0.0275|2:0.0275|3:0.5467|4:0.2875|5:0.0280|6:0.0276|7:0.0276
9,math_grade4_2014,math-grade4-2014.js,free-response,"What is the difference between 3,240 and 578?",4,0.2660306902536752,2.89566592360441,0:0.1025|1:0.1025|2:0.1025|3:0.1114|4:0.2660|5:0.1029|6:0.1033|7:0.1089
10,math_grade4_2014,math-grade4-2014.js,multiple-choice,John ran a total of 342 minutes in a 7-day period. He ran about the same number of minutes each day. Which is closest to the number of minutes John ran on one of those days?,7,0.7100884141793581,1.6824877639303515,0:0.0413|1:0.0413|2:0.0413|3:0.0413|4:0.0416|5:0.0418|6:0.0413|7:0.7101
11,math_grade4_2014,math-grade4-2014.js,multiple-choice,What is the difference between 5 12 and 1 4,4,0.2660306902536752,2.89566592360441,0:0.1025|1:0.1025|2:0.1025|3:0.1114|4:0.2660|5:0.1029|6:0.1033|7:0.1089
12,math_grade4_2014,math-grade4-2014.js,multiple-choice,Carl does 25 sit-ups 3 times per day. What is the total number of sit-ups Carl does in 7 days?,7,0.6768636412589769,1.814917964556714,0:0.0461|1:0.0461|2:0.0461|3:0.0462|4:0.0462|5:0.0462|6:0.0462|7:0.6769
13,math_grade4_2014,math-grade4-2014.js,multiple-choice,"Which number is a common factor of 15, 18, and 30?",7,0.6189867290759673,2.028393713930364,0:0.0544|1:0.0544|2:0.0544|3:0.0544|4:0.0545|5:0.0545|6:0.0545|7:0.6190
14,math_grade4_2014,math-grade4-2014.js,multiple-choice,What digit is in the tenths place in this number? 24.816,7,0.678661913087229,1.8075528507902359,0:0.0451|1:0.0451|2:0.0506|3:0.0451|4:0.0451|5:0.0452|6:0.0452|7:0.6787
15,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which division statement represents 3 8 ?,7,0.5401637929655126,1.9774782669228523,0:0.0339|1:0.0339|2:0.0339|3:0.0339|4:0.0340|5:0.0340|6:0.2561|7:0.5402
16,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which fraction is represented by point W shown on the number line?,7,0.559056502533074,1.7806750405003473,0:0.0247|1:0.0247|2:0.0247|3:0.0248|4:0.2923|5:0.0249|6:0.0247|7:0.5591
17,math_grade4_2014,math-grade4-2014.js,drag-drop,"Identify the place value for each digit in the number 304,215.",7,0.5514571320819517,2.0747046184386653,0:0.0409|1:0.0409|2:0.2021|3:0.0410|4:0.0410|5:0.0415|6:0.0410|7:0.5515
18,math_grade4_2014,math-grade4-2014.js,multiple-choice,This table shows the times it took four students to complete a 40-meter race. Which statement about these times is true?,7,0.7104054999930768,1.6811903673387831,0:0.0413|1:0.0413|2:0.0413|3:0.0413|4:0.0414|5:0.0413|6:0.0416|7:0.7104
19,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which statement is true?,6,0.7548077730595965,1.4918940995788852,0:0.0347|1:0.0347|2:0.0347|3:0.0355|4:0.0353|5:0.0348|6:0.7548|7:0.0354
20,math_grade4_2014,math-grade4-2014.js,multiple-choice,How is 2.32 written in words?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
21,math_grade4_2014,math-grade4-2014.js,multiple-choice,"What is 7,613,542 rounded to the nearest ten thousand?",7,0.2234206493457817,2.946175549697381,0:0.1092|1:0.1092|2:0.1095|3:0.1111|4:0.1173|5:0.1105|6:0.1098|7:0.2234
22,math_grade4_2014,math-grade4-2014.js,multiple-choice,A fractional part of this group of triangles is shaded. Which group below has an equivalent fraction of the arrows shaded?,3,0.42474310786371017,2.343614192786368,0:0.0384|1:0.0384|2:0.0385|3:0.4247|4:0.1883|5:0.1938|6:0.0389|7:0.0389
23,math_grade4_2014,math-grade4-2014.js,multiple-choice,Model 1 is shaded to represent one whole. Model 2 is shaded to represent a fraction. Which decimal number is represented in Model 2?,3,0.5977460550891447,1.754876758562495,0:0.0252|1:0.0252|2:0.0252|3:0.5977|4:0.0254|5:0.0272|6:0.0253|7:0.2487
24,math_grade4_2014,math-grade4-2014.js,drag-drop,Order the fractions from greatest to least.,7,0.4625288771081395,2.503713614764405,0:0.0748|1:0.0748|2:0.0749|3:0.0758|4:0.0755|5:0.0869|6:0.0748|7:0.4625
25,math_grade4_2014,math-grade4-2014.js,multiple-choice,"Which number, when rounded to the nearest hundredth, is equal to 7.59?",7,0.6069462382878299,2.05850784189194,0:0.0512|1:0.0512|2:0.0512|3:0.0512|4:0.0512|5:0.0858|6:0.0512|7:0.6069
26,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which figure has less than four angles?,4,0.6514280306091575,1.9113468475084443,0:0.0496|1:0.0496|2:0.0496|3:0.0497|4:0.6514|5:0.0502|6:0.0498|7:0.0500
27,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which estimate best describes the value of 29 1 3 − 13 2 3 ?,7,0.5346322988610236,2.1185996027993856,0:0.0424|1:0.0424|2:0.2101|3:0.0424|4:0.0425|5:0.0428|6:0.0428|7:0.5346
28,math_grade4_2014,math-grade4-2014.js,multiple-choice,Identify two lines in the figure that appear to be parallel.,4,0.6890459186322024,1.7670971484167262,0:0.0436|1:0.0436|2:0.0464|3:0.0437|4:0.6890|5:0.0459|6:0.0439|7:0.0438
29,math_grade4_2014,math-grade4-2014.js,multiple-choice,Lola's puppy weighed 6 pounds. What is the total number of ounces Lola's puppy weighed?,7,0.6926883070366604,1.752778817518894,0:0.0439|1:0.0439|2:0.0439|3:0.0439|4:0.0439|5:0.0439|6:0.0439|7:0.6927
30,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which pair of figures appears to be congruent?,4,0.5535853358241459,2.244933036119998,0:0.0635|1:0.0635|2:0.0635|3:0.0635|4:0.5536|5:0.0639|6:0.0640|7:0.0645
31,math_grade4_2014,math-grade4-2014.js,multiple-choice,A restaurant has 3 gallons of soup. What is the total number of pints of soup this restaurant has?,7,0.7685447291396951,1.4303166282238844,0:0.0331|1:0.0331|2:0.0331|3:0.0331|4:0.0331|5:0.0331|6:0.0331|7:0.7685
32,math_grade4_2014,math-grade4-2014.js,multiple-choice,A basketball team left the school at 2:55 P.M. and returned at 5:45 P.M. What was the total amount of time that passed between the time this team left and returned to the school?,4,0.31652289156598423,2.548184598891094,0:0.0624|1:0.0624|2:0.0624|3:0.0625|4:0.3165|5:0.0625|6:0.0625|7:0.3087
33,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which of these objects has a mass closest to 1 kilogram?,4,0.6972445776483466,1.7345683291265632,0:0.0431|1:0.0431|2:0.0438|3:0.0431|4:0.6972|5:0.0431|6:0.0432|7:0.0433
34,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which picture shows a single reflection of the figure across line r?,7,0.4874870248022281,2.032666941286603,0:0.0345|1:0.0345|2:0.0345|3:0.0345|4:0.3057|5:0.0345|6:0.0345|7:0.4875
35,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which set of figures shows only octagons?,7,0.7128941431852804,1.6709609860471164,0:0.0410|1:0.0410|2:0.0410|3:0.0410|4:0.0410|5:0.0410|6:0.0411|7:0.7129
36,math_grade4_2014,math-grade4-2014.js,multiple-choice,2 meters = __ millimeters,4,0.2830253139412537,2.872326035733151,0:0.1019|1:0.1019|2:0.1033|3:0.1020|4:0.2830|5:0.1023|6:0.1022|7:0.1034
37,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which of the followign represents ray KL?,7,0.7029889646896808,1.7114217273891448,0:0.0424|1:0.0424|2:0.0424|3:0.0424|4:0.0424|5:0.0425|6:0.0424|7:0.7030
38,math_grade4_2014,math-grade4-2014.js,multiple-choice,Tyrone used 1 pint of liquid to completely fill a container. Which container could be the one Tyrone filled?,4,0.6124258917765463,2.0512310735354857,0:0.0549|1:0.0549|2:0.0550|3:0.0552|4:0.6124|5:0.0570|6:0.0551|7:0.0556
39,math_grade4_2014,math-grade4-2014.js,multiple-choice,Mandy is making a spinner game. She wants the arrow on the spinner to have an equally likely chance of landing on each of 4 spaces. Each space will have a different shape on it. Which appears to be the spinner Mandy should make?,7,0.4316475550648191,2.582031234106063,0:0.0809|1:0.0809|2:0.0809|3:0.0812|4:0.0823|5:0.0810|6:0.0811|7:0.4316
40,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which equation is true?,6,0.751837497211497,1.504993316706631,0:0.0350|1:0.0350|2:0.0350|3:0.0358|4:0.0362|5:0.0350|6:0.7518|7:0.0361
41,math_grade4_2014,math-grade4-2014.js,multiple-choice,"Lenny bought sunglasses for $3.35 and a beach towel for $8.71, including tax. He gave the clerk $15.00 to pay for these items. What is the amount of change Lenny should receive?",4,0.3574006140844162,2.7443539449323464,0:0.0906|1:0.0906|2:0.0908|3:0.0906|4:0.3574|5:0.0939|6:0.0911|7:0.0949
42,math_grade4_2014,math-grade4-2014.js,multiple-choice,The table shows the total number of players on different numbers of bowling teams in a tournament. The pattern continues in the same way. How many bowling teams are needed for a total of 52 players?,7,0.7159508054423008,1.6583363026407625,0:0.0406|1:0.0406|2:0.0406|3:0.0406|4:0.0407|5:0.0406|6:0.0406|7:0.7160
43,math_grade4_2014,math-grade4-2014.js,multiple-choice,Lori has a coin with one side heads and one side tails. Which letter on this number line best represents the probability that this coin flipped one time will land with tails facing up?,7,0.7254862245664139,1.6182259632294218,0:0.0385|1:0.0385|2:0.0385|3:0.0387|4:0.0387|5:0.0430|6:0.0385|7:0.7255
44,math_grade4_2014,math-grade4-2014.js,multiple-choice,"This graph shows the morning temperature in a city for each of four days. The morning temperature on Thursday was 52°F. Based on the data in this graph, which day had a temperature closest to Thursday's temperature?",7,0.7957263721972015,1.3038617253901763,0:0.0291|1:0.0291|2:0.0292|3:0.0292|4:0.0293|5:0.0292|6:0.0292|7:0.7957
45,math_grade4_2014,math-grade4-2014.js,multiple-choice,"Todd has the following folders in his backpack: 2 blue 2 red 2 yellow 2 purple The folders are all the same size and shape, Todd reaches into his backpack and selects one folder without looking. What is the likelihood the folder will be green?",6,0.4076129426133636,2.5678455121556465,0:0.0611|1:0.0611|2:0.0611|3:0.1567|4:0.1241|5:0.0626|6:0.4076|7:0.0657
46,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which number sentence is correct?,7,0.6923391376434193,1.7541679555374192,0:0.0439|1:0.0439|2:0.0439|3:0.0440|4:0.0440|5:0.0440|6:0.0440|7:0.6923
47,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which equation shows the use of the associative property of multiplication?,7,0.6759215273394886,1.8185646724523206,0:0.0463|1:0.0463|2:0.0463|3:0.0463|4:0.0463|5:0.0463|6:0.0464|7:0.6759
48,math_grade4_2014,math-grade4-2014.js,point-select,Jeremy rolls a fair number cube labeled 1 through 6. Place a point on the number line to represent the probability that he will roll a 2 on the first roll.,7,0.7155698363438396,1.6599045649076678,0:0.0404|1:0.0404|2:0.0412|3:0.0406|4:0.0406|5:0.0409|6:0.0405|7:0.7156
49,math_grade4_2014,math-grade4-2014.js,multiple-choice,"An art club has 2 fourth-grade girls, 4 third-grade boys, 10 third-grade girls, and 8 fourth-grade boys. Which table correctly shows this information?",7,0.6058015629413956,2.074109867951469,0:0.0562|1:0.0562|2:0.0563|3:0.0563|4:0.0565|5:0.0564|6:0.0563|7:0.6058
50,math_grade4_2014,math-grade4-2014.js,multiple-choice,"In increasing pattern is shown. 5, 14, 23, 32, 41 Which pattern uses the same rule as the pattern above?",4,0.6237881043414562,2.0114811722331005,0:0.0536|1:0.0536|2:0.0537|3:0.0537|4:0.6238|5:0.0537|6:0.0538|7:0.0540
1,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Each circle shown is the same size. Which correctly compares the fractions represented by the shaded regions of each circle?,4,0.7939059189807657,1.312528759606673,0:0.0294|1:0.0294|2:0.0294|3:0.0296|4:0.7939|5:0.0295|6:0.0294|7:0.0295
2,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Each model shown is shaded to represent a fraction. Each model is the same size. Which two models appear to have equivalent fractions shaded?,3,0.49617603126449394,2.0132756695193983,0:0.0259|1:0.0259|2:0.0259|3:0.4962|4:0.2843|5:0.0897|6:0.0260|7:0.0261
3,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Model X represents a number. Key: □ = 1 Which fraction and decimal are equivalent to the number represented by Model X?,7,0.49084438825134685,1.9814974582709723,0:0.0239|1:0.0239|2:0.0240|3:0.2999|4:0.0240|5:0.0894|6:0.0240|7:0.4908
4,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Which estimate best describes the value of 29 1 3 − 13 2 3 ?,7,0.5346322988610236,2.1185996027993856,0:0.0424|1:0.0424|2:0.2101|3:0.0424|4:0.0425|5:0.0428|6:0.0428|7:0.5346
5,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,James needs 1 2 foot of string for each bracelet he makes. He will make 5 bracelets. What is the total length of string James needs to make 5 bracelets?,7,0.3690979381126848,2.505518030661143,0:0.0584|1:0.0584|2:0.0693|3:0.0584|4:0.2689|5:0.0585|6:0.0590|7:0.3691
6,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,A cook will pour 4 cups of uncooked rice into 8 bags. The cook will pour the same amount of rice into each bag. Which division statement best represents this situation?,7,0.7110877715268068,1.6783906144090326,0:0.0412|1:0.0412|2:0.0412|3:0.0412|4:0.0413|5:0.0413|6:0.0414|7:0.7111
7,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Which group can be represented by the division statement shown? 4 5 = 4 ÷ 5,4,0.660167979695276,1.6759080101042434,0:0.0265|1:0.0265|2:0.0266|3:0.0266|4:0.6602|5:0.0266|6:0.1803|7:0.0267
8,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,The array shown represents a number. It has 5 rows and 10 columns. Which list shows all the factor pairs for this number?,7,0.7957870747971195,1.3035717522732577,0:0.0291|1:0.0291|2:0.0291|3:0.0291|4:0.0293|5:0.0292|6:0.0292|7:0.7958
9,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Cindy rode her bike 4 5 of a mile. Wyatt rode his bike 3 5 of a mile. What is the total distance Cindy and Wyatt rode their bikes?,7,0.5210388447050297,2.3433331835606843,0:0.0683|1:0.0683|2:0.0683|3:0.0683|4:0.0689|5:0.0684|6:0.0684|7:0.5210
10,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,"Lenny bought sunglasses for $3.35 and a beach towel for $8.71, including tax. He gave the clerk $15.00 to pay for these items. What is the amount of change Lenny should receive?",4,0.3574006140844162,2.7443539449323464,0:0.0906|1:0.0906|2:0.0908|3:0.0906|4:0.3574|5:0.0939|6:0.0911|7:0.0949
11,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Which estimate is most reasonable for the weight or the mass of the gym shoes this girl is holding?,7,0.21245605598257997,2.9547367777343676,0:0.1072|1:0.1072|2:0.1270|3:0.1074|4:0.1092|5:0.1096|6:0.1201|7:0.2125
12,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,16 ounces = 1 pound 2 pounds = ______ ? ounces,7,0.24735002125819433,2.9200047322163676,0:0.1073|1:0.1073|2:0.1074|3:0.1074|4:0.1079|5:0.1077|6:0.1076|7:0.2474
13,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,3 feet = 1 yard Malik bought 38 feet of fencing to place around his garden. Which length is equivalent to 38 feet?,4,0.4535484789895743,2.3967774079752333,0:0.0567|1:0.0567|2:0.0567|3:0.0570|4:0.4535|5:0.2057|6:0.0568|7:0.0570
14,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,This clock shows the time Xavier finished swim practice. His practice lasted 2 hours 20 minutes. At what time did Xavier's swim practice start?,4,0.4078821290591607,2.4058197194068294,0:0.0543|1:0.0543|2:0.0543|3:0.0543|4:0.4079|5:0.0544|6:0.0544|7:0.2661
15,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,This line graph shows the total number of cups of lemonade Patrick sold on one day from 10:00 A.M. until 3:00 P.M. Which table shows another way to organize the data?,7,0.810049385246475,1.2346255295783881,0:0.0271|1:0.0271|2:0.0271|3:0.0271|4:0.0271|5:0.0273|6:0.0271|7:0.8100
16,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Isaiah has erasers in his pocket. • There are orange erasers and purple erasers. • All the erasers are the same size and shape. • Isaiah is least likely to select a purple eraser when he takes one eraser out of his pocket without looking. Which letter best represents the probability Isaiah will select a purple eraser?,7,0.5985503510025847,2.0987178502749213,0:0.0568|1:0.0568|2:0.0568|3:0.0572|4:0.0572|5:0.0598|6:0.0569|7:0.5986
17,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,The probability that the arrow on a spinner will land on a space labeled black is 3 6 . Which spinner best represents this situation?,7,0.5585469533399676,2.2294020124292375,0:0.0630|1:0.0630|2:0.0630|3:0.0630|4:0.0631|5:0.0632|6:0.0631|7:0.5585
18,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,"This list of numbers follows a pattern. 14, 23, 32, 41, 50… The pattern continues in the same way. What will be the 7th number in this pattern?",7,0.5934601644785431,2.1159462277143257,0:0.0580|1:0.0580|2:0.0580|3:0.0580|4:0.0585|5:0.0580|6:0.0580|7:0.5935
1,math_grade5_2014,math-grade5-2014.js,multiple-choice,56.791 + 1.9 = ?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
2,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which decimal is equivalent to 3 5 ?,5,0.6664388321185911,1.854945533785881,0:0.0475|1:0.0475|2:0.0475|3:0.0477|4:0.0479|5:0.6664|6:0.0476|7:0.0479
3,math_grade5_2014,math-grade5-2014.js,multiple-choice,A parking garage has 12 levels. Each level has 86 parking spaces. What is the total number of parking spaces in the garage?,7,0.7685447291396951,1.4303166282238844,0:0.0331|1:0.0331|2:0.0331|3:0.0331|4:0.0331|5:0.0331|6:0.0331|7:0.7685
4,math_grade5_2014,math-grade5-2014.js,multiple-choice,What is the value of this expression? 6+4(8-5),5,0.3978931129421168,2.197127795390959,0:0.0406|1:0.0406|2:0.3548|3:0.0410|4:0.0416|5:0.3979|6:0.0410|7:0.0424
5,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which list of numbers is ordered from least to greatest?,7,0.51399288770746,2.363783613083166,0:0.0690|1:0.0690|2:0.0691|3:0.0690|4:0.0695|5:0.0713|6:0.0691|7:0.5140
6,math_grade5_2014,math-grade5-2014.js,multiple-choice,"Based on the order of operations, which shows the first step in simplifying this expression? 16 ÷ 2 + 6(7 + 4 × 5)",7,0.44931929604192905,2.28089989678187,0:0.0468|1:0.0468|2:0.0509|3:0.0469|4:0.0471|5:0.2650|6:0.0470|7:0.4493
7,math_grade5_2014,math-grade5-2014.js,free-response,This table shows the weights of Vincent's three dogs. What is the difference between the combined weight of Hannah and Dillon and the weight of Wilson?,7,0.6470745646771693,1.9274397037348807,0:0.0504|1:0.0504|2:0.0504|3:0.0504|4:0.0506|5:0.0504|6:0.0504|7:0.6471
8,math_grade5_2014,math-grade5-2014.js,multiple-choice,"Mary Lee has a total of 216 eggs. Using these eggs, she will fill empty egg cartons that each hold 12 eggs. What is the greatest number of egg cartons that Mary Lee can fill completely?",7,0.7050344753897736,1.7031210983612501,0:0.0421|1:0.0421|2:0.0421|3:0.0421|4:0.0422|5:0.0424|6:0.0421|7:0.7050
9,math_grade5_2014,math-grade5-2014.js,multiple-choice,What is the product of 5.06 and 2.1?,6,0.18709907164314343,2.966567934132984,0:0.1039|1:0.1039|2:0.1041|3:0.1490|4:0.1300|5:0.1055|6:0.1871|7:0.1166
10,math_grade5_2014,math-grade5-2014.js,free-response,493.57 ÷ 7 = __,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
11,math_grade5_2014,math-grade5-2014.js,multiple-choice,The cost for a movie ticket is $5.50. Soft drinks cost $1.25 each. What is the total cost for 13 people to each purchase a movie ticket and a soft drink?,7,0.37452940261397855,2.709970770740958,0:0.0888|1:0.0888|2:0.0889|3:0.0889|4:0.0902|5:0.0908|6:0.0889|7:0.3745
12,math_grade5_2014,math-grade5-2014.js,multiple-choice,"students are comparing their heights. Jose is 4 1 6 feet tall, Lee is 4 1 4 feet tall, Judi is 4 1 12 feet tall, and Sammy is 4 2 3 feet tall. Which student is the tallest?",7,0.29354637159647606,2.6752066999073723,0:0.0720|1:0.0720|2:0.0720|3:0.0734|4:0.2722|5:0.0727|6:0.0721|7:0.2935
13,math_grade5_2014,math-grade5-2014.js,multiple-choice,Michael has a total of 10 pies to serve. This table shows the amounts of pie Michael has already served. Which mixed number represents the total amount of pie Michael has left to serve?,7,0.7675901780581467,1.4346453152012781,0:0.0332|1:0.0332|2:0.0332|3:0.0332|4:0.0333|5:0.0332|6:0.0332|7:0.7676
14,math_grade5_2014,math-grade5-2014.js,multiple-choice,"The state of Virginia has a total area of 39,594 square miles. The state of Maryland has a total area of 9,774 square miles. How much larger is the total area of Virginia than Maryland?",4,0.41339898885488197,2.308201282062992,0:0.0479|1:0.0479|2:0.0479|3:0.0479|4:0.4134|5:0.0480|6:0.0480|7:0.2990
15,math_grade5_2014,math-grade5-2014.js,multiple-choice,Karla bought 3 packages of chicken. The total weight of the chicken in these packages is 7.52 pounds. This table shows the weight of the chicken in two packages. What is the weight of the chicken in package Y?,7,0.68155878270402,1.7966549217804373,0:0.0454|1:0.0454|2:0.0454|3:0.0455|4:0.0456|5:0.0456|6:0.0454|7:0.6816
16,math_grade5_2014,math-grade5-2014.js,multiple-choice,This chart shows the number of miles Tyra walked on each of three days. What is the total number of miles Tyra walked on these three days?,7,0.7230235681281987,1.6288692179109021,0:0.0395|1:0.0395|2:0.0395|3:0.0396|4:0.0396|5:0.0396|6:0.0396|7:0.7230
17,math_grade5_2014,math-grade5-2014.js,multiple-choice,A set of basketball uniforms contains only odd-numbered jerseys. Which could be three of the jersey numbers from this set of uniforms?,7,0.7273726888408717,1.610570363313061,0:0.0389|1:0.0389|2:0.0389|3:0.0389|4:0.0390|5:0.0389|6:0.0391|7:0.7274
18,math_grade5_2014,math-grade5-2014.js,multiple-choice,Tristan saw five helicopters parked at the airport. Which list shows all of the odd numbers on the helicopters?,7,0.5994928795601586,2.0956119431761846,0:0.0572|1:0.0572|2:0.0572|3:0.0572|4:0.0573|5:0.0572|6:0.0572|7:0.5995
19,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which of the following digits could be found in the ones place of a number that is divisible by 2?,7,0.5836541477493957,1.8981168395394448,0:0.0324|1:0.0324|2:0.0324|3:0.0325|4:0.0325|5:0.0326|6:0.2216|7:0.5837
20,math_grade5_2014,math-grade5-2014.js,free-response,"What is 7,459.82 rounded to the nearest whole number?",7,0.6565836480461213,1.8921378204871644,0:0.0489|1:0.0489|2:0.0489|3:0.0493|4:0.0490|5:0.0494|6:0.0489|7:0.6566
21,math_grade5_2014,math-grade5-2014.js,multiple-choice,530 milliliters = __ liter(s),0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
22,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which is closest to the measure of ∠T?,4,0.6981813373174299,1.7308146700444862,0:0.0431|1:0.0431|2:0.0432|3:0.0431|4:0.6982|5:0.0431|6:0.0431|7:0.0432
23,math_grade5_2014,math-grade5-2014.js,multiple-choice,Marissa drew a figure with the following characteristics. Four congruent sides Two pairs of parallel sides Two pairs of congruent opposite angles No right angles Which term best describes the figure Marissa drew?,4,0.7439267872824881,1.539625608354057,0:0.0362|1:0.0362|2:0.0368|3:0.0363|4:0.7439|5:0.0375|6:0.0367|7:0.0364
24,math_grade5_2014,math-grade5-2014.js,multiple-choice,Mario began watching a movie at the time shown on the clock. The movie was 2 hours and 25 minutes long. What time did the movie end?,4,0.6755549590576868,1.819976669054106,0:0.0462|1:0.0462|2:0.0462|3:0.0462|4:0.6756|5:0.0468|6:0.0464|7:0.0464
25,math_grade5_2014,math-grade5-2014.js,multiple-choice,"To determine the amount of peanuts a bag will hold, Toby needs to find the--",4,0.4845700232797338,2.4462792090681496,0:0.0732|1:0.0732|2:0.0733|3:0.0732|4:0.4846|5:0.0736|6:0.0736|7:0.0752
26,math_grade5_2014,math-grade5-2014.js,multiple-select,This is a flat figure. Destiny plans to cut this figure along the dashed line segments. Identify the names of the three figures she will form.,4,0.7469170601626206,1.5264365475222095,0:0.0356|1:0.0356|2:0.0357|3:0.0356|4:0.7469|5:0.0390|6:0.0358|7:0.0358
27,math_grade5_2014,math-grade5-2014.js,multiple-choice,Point S is the center of the circle shown. Which line segment is a radius of the circle?,4,0.8140046788640584,1.2151730648272285,0:0.0265|1:0.0265|2:0.0265|3:0.0266|4:0.8140|5:0.0266|6:0.0266|7:0.0266
28,math_grade5_2014,math-grade5-2014.js,multiple-choice,The city is building a new outdoor basketball court. Which is most likely the length of the new outdoor basketball court?,4,0.4338159811173491,2.576793490876729,0:0.0806|1:0.0806|2:0.0807|3:0.0807|4:0.4338|5:0.0809|6:0.0808|7:0.0818
29,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which triangle appears to be a scalene triangle?,4,0.7901194745800635,1.3304594444772513,0:0.0299|1:0.0299|2:0.0299|3:0.0299|4:0.7901|5:0.0300|6:0.0304|7:0.0300
30,math_grade5_2014,math-grade5-2014.js,multiple-choice,Perimeter is used to find the--,4,0.5935194148325603,2.115748647626001,0:0.0579|1:0.0579|2:0.0580|3:0.0580|4:0.5935|5:0.0581|6:0.0581|7:0.0584
