qid,test_id,source_file,type,question_text,word_count,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
1,reading_endofcourse_2015,reading-endofcourse-2015.js,multiple-choice,"In paragraph 1, the words ""rumbled,"" ""buzzed,"" and ""exploded"" evoke images of-",7,1,0.8904097,0.8063376545906067,0:0.0157|1:0.8904|2:0.0156|3:0.0157|4:0.0157|5:0.0157|6:0.0156|7:0.0156
15,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,What is the speaker doing in the poem?,2,7,0.70828766,1.6898629665374756,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.7083
16,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,The author includes the first paragraph in order to--,5,5,0.60110396,1.6515421867370605,0:0.0208|1:0.0208|2:0.0209|3:0.2738|4:0.0208|5:0.6011|6:0.0208|7:0.0208
17,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,"Read this paragraph from the introduction. Visitors are cautioned to pay attention to the surroundings while in these areas. This is a wild place with unpredictable weather changes. With miles of woods and few roads, rescue is difficult or impossible. All visitors are responsible for exploring the area safely. What does cautioned mean?",27,0,0.9687332,0.28848201036453247,0:0.9687|1:0.0045|2:0.0045|3:0.0045|4:0.0045|5:0.0045|6:0.0045|7:0.0045
18,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,"Read this thesaurus entry. complete adj. - entire, finished, perfect, total. Which word best replaces complete in the ""Hiking Essentials"" section?",16,0,0.94848704,0.43740445375442505,0:0.9485|1:0.0074|2:0.0074|3:0.0074|4:0.0074|5:0.0074|6:0.0074|7:0.0074
19,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,"Based on the information in the ""Keep an Eye to the Sky"" section, the reader can tell that the weather--",9,2,0.53557146,1.486882209777832,0:0.0125|1:0.3893|2:0.5356|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
20,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,In which section would the author most likely add information about planning when to hike?,8,1,0.9026769,0.7336729764938354,0:0.0139|1:0.9027|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
21,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,The flier shows that Thatcher National Wilderness Area has all of these EXCEPT--,7,6,0.89053786,0.8055905103683472,0:0.0156|1:0.0156|2:0.0157|3:0.0156|4:0.0156|5:0.0156|6:0.8905|7:0.0156
22,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,Which sentence is the best summary of the flier?,4,2,0.824927,1.160671353340149,0:0.0250|1:0.0250|2:0.8249|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
23,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,The author includes information about the setting in paragraph 1 to--,5,3,0.8539314,1.0099800825119019,0:0.0209|1:0.0209|2:0.0209|3:0.8539|4:0.0208|5:0.0209|6:0.0209|7:0.0208
24,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,Why does the author include paragraph 4?,3,5,0.7810757,1.372796654701233,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7811|6:0.0313|7:0.0313
25,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,What is paragraph 13 mainly about?,2,3,0.70810634,1.6906040906906128,0:0.0417|1:0.0417|2:0.0417|3:0.7081|4:0.0417|5:0.0417|6:0.0417|7:0.0417
26,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,Why does Papa tell Benjamin that he can pack two books on the wagon?,7,5,0.8905207,0.8056904673576355,0:0.0156|1:0.0156|2:0.0156|3:0.0156|4:0.0157|5:0.8905|6:0.0157|7:0.0156
27,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,Benjamin begins thinking of faraway places when he--,5,6,0.854133,1.0089002847671509,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.0208|5:0.0208|6:0.8541|7:0.0208
28,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,What is the main conflict of the story?,3,2,0.7811946,1.3722443580627441,0:0.0313|1:0.0313|2:0.7812|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
29,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,What is the most important reason Miss Cotter tells Benjamin about Mr. Peters?,7,3,0.89052594,0.8056598901748657,0:0.0156|1:0.0156|2:0.0156|3:0.8905|4:0.0156|5:0.0156|6:0.0157|7:0.0156
30,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,"After Benjamin reads the letter, he most likely feels--",5,4,0.8540385,1.0094068050384521,0:0.0208|1:0.0208|2:0.0208|3:0.0209|4:0.8540|5:0.0209|6:0.0209|7:0.0208
31,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,Which word is a synonym for settle as it is used in paragraph 1?,5,0,0.85404146,1.0093905925750732,0:0.8540|1:0.0208|2:0.0209|3:0.0209|4:0.0208|5:0.0209|6:0.0208|7:0.0209
32,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,What does jolt mean in paragraph 2?,3,0,0.78111535,1.372612476348877,0:0.7811|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
33,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,"Which question is answered in the ""Searching for a Buried Treasure"" section of the article?",7,5,0.89055014,0.8055190443992615,0:0.0156|1:0.0157|2:0.0156|3:0.0156|4:0.0156|5:0.8906|6:0.0156|7:0.0156
34,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,Paragraph 11 helps the reader to understand that the pioneers--,5,5,0.50405866,1.727318286895752,0:0.0208|1:0.0208|2:0.3709|3:0.0209|4:0.0208|5:0.5041|6:0.0208|7:0.0208
35,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,Which sentence best states the main idea of paragraph 14?,6,2,0.8748931,0.8950834274291992,0:0.0179|1:0.0179|2:0.8749|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
36,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,"According to the article, which part of the ship was uncovered first?",6,1,0.8749354,0.8948466777801514,0:0.0179|1:0.8749|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
37,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,In which word does - al have the same meaning as it does in sign al ?,3,3,0.78114855,1.3724584579467773,0:0.0313|1:0.0313|2:0.0313|3:0.7811|4:0.0313|5:0.0313|6:0.0313|7:0.0313
38,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,"According to the article, the objects that were discovered showed--",5,1,0.8541275,1.0089302062988281,0:0.0208|1:0.8541|2:0.0208|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.0208
39,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,The accident most likely happened because the--,3,2,0.7809618,1.3733251094818115,0:0.0313|1:0.0313|2:0.7810|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
40,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,Which sentence did the author include in the article to suggest that the project was expensive?,7,2,0.89042944,0.8062227964401245,0:0.0157|1:0.0157|2:0.8904|3:0.0156|4:0.0156|5:0.0157|6:0.0156|7:0.0156
41,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,The author most likely wrote the article to--,4,0,0.8248414,1.161102533340454,0:0.8248|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0251|6:0.0250|7:0.0250
42,reading_grade4_practice_2024,reading-grade4-practice-2024.js,multiple-choice,The article supports the idea that--,3,0,0.7811322,1.3725342750549316,0:0.7811|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
1,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,What does the word devised mean in paragraph 2?,4,3,0.8249046,1.1607837677001953,0:0.0250|1:0.0250|2:0.0250|3:0.8249|4:0.0250|5:0.0250|6:0.0250|7:0.0250
2,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"At the beginning of the story, what does Charlie think about the morning news program?",7,5,0.7425101,1.3091559410095215,0:0.0156|1:0.0156|2:0.1637|3:0.0156|4:0.0156|5:0.7425|6:0.0156|7:0.0157
3,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"Charlie's mother calls him an ""experimenter"" because he--",4,6,0.8249328,1.1606416702270508,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.8249|7:0.0250
4,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,What happens as Charlie walks to his classroom?,4,1,0.82493514,1.1606301069259644,0:0.0250|1:0.8249|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
5,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Why does Charlie wait until after school to share his idea with Mrs. Barnes?,7,0,0.89055675,0.8054802417755127,0:0.8906|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
6,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"Based on the ending of the story, what will Charlie most likely do during the next school news program?",9,7,0.9123689,0.6745244860649109,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.9124
7,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Which would be the best heading for paragraph 2?,4,0,0.8248637,1.1609904766082764,0:0.8249|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
8,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,How is the information in paragraphs 5 and 6 organized?,3,5,0.43255922,1.9913766384124756,0:0.0313|1:0.0313|2:0.0313|3:0.3798|4:0.0313|5:0.4326|6:0.0313|7:0.0313
9,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Which sentence supports the idea that blobfish are rarely seen by people?,7,0,0.89041257,0.80632084608078,0:0.8904|1:0.0156|2:0.0157|3:0.0156|4:0.0156|5:0.0156|6:0.0157|7:0.0157
10,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"Based on this article, what does the author most likely believe?",5,5,0.8540438,1.0093785524368286,0:0.0209|1:0.0209|2:0.0208|3:0.0208|4:0.0208|5:0.8540|6:0.0208|7:0.0208
11,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Which sentence from the article is an opinion?,3,6,0.7809867,1.3732095956802368,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.7810|7:0.0313
12,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"Read this sentence from paragraph 3. On the drive from Arlington that morning, Rachel listened to her family's excited chatter about their trip. Which word would be the best synonym for the word chatter as it is used in this sentence?",20,2,0.95828956,0.36717653274536133,0:0.0060|1:0.0060|2:0.9583|3:0.0060|4:0.0060|5:0.0060|6:0.0060|7:0.0060
13,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"As Rachel approaches the camp activity areas, she discovers that all of them--",6,1,0.87495047,0.8947620391845703,0:0.0179|1:0.8750|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
14,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Rachel's main conflict in the story is with--,4,2,0.82494086,1.1606016159057617,0:0.0250|1:0.0250|2:0.8249|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
15,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,What changes Rachel's mind about the camp?,4,7,0.8248502,1.1610584259033203,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.8249
16,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Rachel wants to stay home for the summer because she--,5,4,0.85406417,1.009268879890442,0:0.0208|1:0.0209|2:0.0209|3:0.0208|4:0.8541|5:0.0209|6:0.0208|7:0.0209
17,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Which quality do Lyla and Sarah share?,4,6,0.82497126,1.1604479551315308,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.8250|7:0.0250
18,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"Based on the recipe, a reader should consider cooking syrup in order to--",7,5,0.890578,0.8053565621376038,0:0.0156|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.8906|6:0.0156|7:0.0156
19,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Which sentence is a fact based on the recipe?,4,7,0.8248001,1.161311149597168,0:0.0250|1:0.0250|2:0.0251|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.8248
20,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"If the author had included reasons for using honey instead of sugar, in which section would it appear?",10,5,0.9203666,0.6244456768035889,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.9204|6:0.0114|7:0.0114
21,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"If a person wants extra flavor in the syrup, at which step in the recipe would lemon juice be added?",11,2,0.92703795,0.5817115902900696,0:0.0104|1:0.0104|2:0.9270|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.0104
22,reading_grade5_2015,reading-grade5-2015.js,multiple-select,Which words from this history textbook are synonyms?,4,4,0.8249776,1.1604161262512207,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.8250|5:0.0250|6:0.0250|7:0.0250
23,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Which sentence contains an example of figurative language?,5,7,0.85410213,1.009065866470337,0:0.0208|1:0.0208|2:0.0209|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.8541
24,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Read this dictionary entry. prime (prīm) adj 1. Of main importance. 2. Of the finest quality. 3. Evenly divisible only by itself and one. n. 4. A time of strength or success in a person's life. Which sentence is an example of definition 2?,21,3,0.9601958,0.35313868522644043,0:0.0057|1:0.0057|2:0.0057|3:0.9602|4:0.0057|5:0.0057|6:0.0057|7:0.0057
25,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"Read this sentence from paragraph 6. Since catching a glimpse of Earth from space will be the main reason most guests want to travel to a space hotel, they will be able to open and close viewing windows and watch as the hotel orbits Earth 15 times a day. Which word is a homophone for main ?",29,0,0.97080874,0.2722701132297516,0:0.9708|1:0.0042|2:0.0042|3:0.0042|4:0.0042|5:0.0042|6:0.0042|7:0.0042
26,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Paragraphs 6 and 7 mainly provide details about the--,4,3,0.6251011,1.7062169313430786,0:0.0250|1:0.0250|2:0.0250|3:0.6251|4:0.2249|5:0.0250|6:0.0250|7:0.0250
27,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,What would an illustration of the outside of the space hotel best help the reader understand?,9,2,0.9123672,0.6745346784591675,0:0.0125|1:0.0125|2:0.9124|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
28,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"According to the article, how many guests will the first space hotel hold at one time?",10,1,0.9203677,0.6244385838508606,0:0.0114|1:0.9204|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
29,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"Based on the article, space hotel guests would wear Velcro suits mainly to--",10,0,0.9203938,0.6242728233337402,0:0.9204|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
30,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Which sentence would best belong in a summary of the article?,6,0,0.6193347,1.5622069835662842,0:0.6193|1:0.0179|2:0.2734|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
31,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,What is the effect of the cause shown below? Cause: Four companies form Galactic Suite Limited.,10,4,0.46613845,1.4673137664794922,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.4661|5:0.4657|6:0.0114|7:0.0114
32,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,What is the best title for these notes? Receive 16 weeks of astronaut training Experience conditions of life in space Take a day-and-a-half spacecraft trip,15,0,0.94528633,0.45969319343566895,0:0.9453|1:0.0078|2:0.0078|3:0.0078|4:0.0078|5:0.0078|6:0.0078|7:0.0078
33,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,The main idea of the article is that space travel--,5,0,0.8540963,1.0090973377227783,0:0.8541|1:0.0208|2:0.0209|3:0.0209|4:0.0208|5:0.0208|6:0.0208|7:0.0208
34,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,"What is the root word in ""weightlessness""?",3,3,0.7811771,1.372326135635376,0:0.0313|1:0.0313|2:0.0313|3:0.7812|4:0.0313|5:0.0313|6:0.0313|7:0.0313
35,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,The poet includes lines 1 and 2 most likely to--,4,2,0.5854185,1.7589139938354492,0:0.0250|1:0.0250|2:0.5854|3:0.0251|4:0.0250|5:0.0251|6:0.0250|7:0.2643
36,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Nellie Bly writes about her journey for New York World because she wants to--,8,7,0.90273637,0.733314573764801,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.9027
37,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Nellie Bly's boss most likely believes that women--,6,6,0.874892,0.8950900435447693,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8749|7:0.0179
38,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Which question presents one problem Nellie faced during her trip?,7,7,0.89055663,0.8054810166358948,0:0.0156|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.0157|6:0.0156|7:0.8906
39,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Which of these is the best summary of the poem?,3,2,0.78104514,1.3729383945465088,0:0.0313|1:0.0313|2:0.7810|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0314
40,reading_grade5_2015,reading-grade5-2015.js,multiple-choice,Which root word has a prefix and a suffix?,4,3,0.6170171,1.717966914176941,0:0.0250|1:0.0250|2:0.0250|3:0.6170|4:0.2329|5:0.0250|6:0.0250|7:0.0250
1,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,The author's purpose in the first paragraph is to--,4,5,0.82490784,1.160767674446106,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.8249|6:0.0250|7:0.0250
2,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,Read these sentences from paragraph 3. Jefferson brought seeds and plants back from his travels. He even tried to grow broccoli from Italy and peppers from Mexico. Which word from a glossary entry best describes Jefferson's plants in these sentences?,24,4,0.9649704,0.31735992431640625,0:0.0050|1:0.0050|2:0.0050|3:0.0050|4:0.9650|5:0.0050|6:0.0050|7:0.0050
3,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,The idea that Monticello continues to attract attention is best supported by the fact that--,8,2,0.90273863,0.7333006858825684,0:0.0139|1:0.0139|2:0.9027|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
4,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"According to the article, how was Jefferson different from most American farmers of his time?",7,1,0.46767038,1.9264206886291504,0:0.1628|1:0.4677|2:0.0156|3:0.0156|4:0.2913|5:0.0156|6:0.0156|7:0.0156
5,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"In paragraph 7, what does the word rifling mean?",4,0,0.8249028,1.1607937812805176,0:0.8249|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
6,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,The resolution of the story occurs when Leroy--,4,6,0.8249114,1.1607495546340942,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.8249|7:0.0250
7,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,Leroy first begins to understand the value of hard work when he--,7,3,0.8904842,0.8059030771255493,0:0.0156|1:0.0156|2:0.0157|3:0.8905|4:0.0156|5:0.0157|6:0.0157|7:0.0156
8,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"After Leroy decides to help Grandma Etta, why must they wait several days before making the soup?",11,4,0.92705655,0.5815916657447815,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.9271|5:0.0104|6:0.0104|7:0.0104
9,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,Leroy performed all of these chores for Grandma Etta EXCEPT--,6,6,0.8749607,0.8947043418884277,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8750|7:0.0179
10,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"If the story were told from Grandma Etta's point of view, the reader would understand why--",9,2,0.9124452,0.6740531325340271,0:0.0125|1:0.0125|2:0.9124|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
11,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,The idea that ancient people had powerful imaginations is supported by the fact that they--,7,2,0.8905403,0.8055761456489563,0:0.0157|1:0.0156|2:0.8905|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
12,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,The main idea of the article is that the one-horned deer —,5,0,0.46835357,1.7390849590301514,0:0.4684|1:0.0208|2:0.0209|3:0.0209|4:0.0208|5:0.4065|6:0.0208|7:0.0208
13,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,Which detail would best belong in a summary of the article?,6,0,0.87490916,0.8949940204620361,0:0.8749|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
14,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,Which of these is the best summary of the poem?,3,2,0.78101844,1.3730621337890625,0:0.0313|1:0.0313|2:0.7810|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0314
15,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"In ""Born in the Desert,"" the reader can tell that Rahim first becomes nervous when he--",8,5,0.61476314,1.4674488306045532,0:0.0139|1:0.0139|2:0.3019|3:0.0139|4:0.0139|5:0.6148|6:0.0139|7:0.0139
16,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"Which sentence from ""Born in the Desert"" is the best example of a comparison?",6,2,0.7245949,1.3918912410736084,0:0.0179|1:0.1682|2:0.7246|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
17,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"Read this list. According to ""Buddies Make a Difference,"" which activity belongs on the list?",9,5,0.91239625,0.6743553876876831,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.9124|6:0.0125|7:0.0125
18,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"Fifth graders are buddies in ""Buddies Make a Difference"" because they--",6,5,0.87498194,0.894585371017456,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.8750|6:0.0179|7:0.0179
19,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"Rahim from ""Born in the Desert"" and Tim from ""Buddies Make a Difference"" both--",7,5,0.8906111,0.8051634430885315,0:0.0156|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.8906|6:0.0156|7:0.0156
20,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"What is the main idea of the section titled ""Prospecting: Then and Now""?",5,3,0.8540779,1.0091958045959473,0:0.0209|1:0.0209|2:0.0209|3:0.8541|4:0.0208|5:0.0208|6:0.0208|7:0.0208
21,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"According to step 3 of the ""Panning Instructions"" section, the main effect of swirling the pan in the water is to--",10,2,0.9203791,0.6243664026260376,0:0.0114|1:0.0114|2:0.9204|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
22,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"Which detail would be the least important to include in a summary of the section ""Panning Instructions""?",9,2,0.9124635,0.6739388108253479,0:0.0125|1:0.0125|2:0.9125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
23,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"In addition to providing light to visitors, using electric power lines in the mine will--",9,5,0.9124434,0.674063503742218,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.9124|6:0.0125|7:0.0125
24,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"Based on the ""Panning Instructions"" section, everything may fall out of the pan if the--",8,6,0.90270555,0.7334996461868286,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.9027|7:0.0139
25,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"If the author added additional questions about panning to the ""Frequently Asked Questions"" section, which would be least useful to the reader?",13,2,0.937464,0.512991189956665,0:0.0089|1:0.0089|2:0.9375|3:0.0089|4:0.0089|5:0.0089|6:0.0089|7:0.0089
26,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"What does the word processing mean in the section ""How long should I plan to stay at the mine""?",8,3,0.902739,0.7332987785339355,0:0.0139|1:0.0139|2:0.0139|3:0.9027|4:0.0139|5:0.0139|6:0.0139|7:0.0139
27,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"Based on the brochure, which location is NOT a place prospectors mine for minerals?",7,3,0.8905147,0.8057255744934082,0:0.0156|1:0.0156|2:0.0156|3:0.8905|4:0.0156|5:0.0156|6:0.0156|7:0.0156
28,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"According to the article, which activity is done by both visitors and staff?",6,1,0.87492526,0.8949035406112671,0:0.0179|1:0.8749|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
29,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"According to the brochure, visitors should swirl the pans slowly because the--",6,3,0.8748919,0.8950912952423096,0:0.0179|1:0.0179|2:0.0179|3:0.8749|4:0.0179|5:0.0179|6:0.0179|7:0.0179
30,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,In which part of the brochure would the author include the names of local jewelers who work with gemstones?,10,7,0.9203386,0.62462317943573,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.9203
31,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,Which two words from the brochure are antonyms?,4,4,0.8249426,1.1605923175811768,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.8249|5:0.0250|6:0.0250|7:0.0250
32,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"Read this thesaurus entry. scrub v. - clean, erase, polish, scrap. Which word best replaces scrub in paragraph 6?",13,0,0.9374695,0.5129543542861938,0:0.9375|1:0.0089|2:0.0089|3:0.0089|4:0.0089|5:0.0089|6:0.0089|7:0.0089
