qid,test_id,source_file,type,question_text,word_count,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
1,math_grade4_2014,math-grade4-2014.js,multiple-choice,What is the sum of 3 5 and 1 10 ?,1,0,0.56221503,2.217820167541504,0:0.5622|1:0.0626|2:0.0625|3:0.0625|4:0.0626|5:0.0626|6:0.0625|7:0.0625
2,math_grade4_2014,math-grade4-2014.js,multiple-choice,Wilma drinks 1.09 liters of juice. Richard drinks 0.987 liter of juice. How much more juice does Wilma drink than Richard?,13,7,0.93747437,0.5129218697547913,0:0.0089|1:0.0089|2:0.0089|3:0.0089|4:0.0089|5:0.0089|6:0.0089|7:0.9375
3,math_grade4_2014,math-grade4-2014.js,multiple-choice,What is the least common multiple of 8 and 12?,3,5,0.5168972,1.9502859115600586,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.5169|6:0.2953|7:0.0313
4,math_grade4_2014,math-grade4-2014.js,multiple-choice,What is the product of 84 and 76?,1,6,0.5622426,2.2177326679229736,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0626|5:0.0625|6:0.5622|7:0.0625
5,math_grade4_2014,math-grade4-2014.js,free-response,Kristin poured 6 ounces of lemonade into each of 19 glasses. Exactly how many ounces of lemonade did Kristin pour into all of these glasses?,12,3,0.9326713,0.5448905229568481,0:0.0096|1:0.0096|2:0.0096|3:0.9327|4:0.0096|5:0.0096|6:0.0096|7:0.0096
6,math_grade4_2014,math-grade4-2014.js,multiple-choice,"At a store, flowerpots cost $28 each. Which is closest to the total cost of 72 of these flowerpots?",7,0,0.89048225,0.8059147000312805,0:0.8905|1:0.0156|2:0.0156|3:0.0156|4:0.0157|5:0.0156|6:0.0156|7:0.0156
7,math_grade4_2014,math-grade4-2014.js,multiple-choice,A school choir sold 825 tickets for a concert. Each ticket cost $9. What was the total cost of all the tickets sold?,11,1,0.9270174,0.5818449258804321,0:0.0104|1:0.9270|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.0104
8,math_grade4_2014,math-grade4-2014.js,multiple-choice,This model is shaded to represent 1 whole. What is the sum of Model 1 and Model 2 shown below?,8,0,0.9027249,0.7333832383155823,0:0.9027|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
9,math_grade4_2014,math-grade4-2014.js,free-response,"What is the difference between 3,240 and 578?",1,0,0.5622501,2.2177093029022217,0:0.5623|1:0.0625|2:0.0626|3:0.0625|4:0.0625|5:0.0625|6:0.0625|7:0.0626
10,math_grade4_2014,math-grade4-2014.js,multiple-choice,John ran a total of 342 minutes in a 7-day period. He ran about the same number of minutes each day. Which is closest to the number of minutes John ran on one of those days?,17,0,0.9513384,0.4172949492931366,0:0.9513|1:0.0070|2:0.0070|3:0.0069|4:0.0070|5:0.0070|6:0.0069|7:0.0070
11,math_grade4_2014,math-grade4-2014.js,multiple-choice,What is the difference between 5 12 and 1 4,1,0,0.5622623,2.217670440673828,0:0.5623|1:0.0625|2:0.0626|3:0.0625|4:0.0625|5:0.0625|6:0.0625|7:0.0626
12,math_grade4_2014,math-grade4-2014.js,multiple-choice,Carl does 25 sit-ups 3 times per day. What is the total number of sit-ups Carl does in 7 days?,10,5,0.92032456,0.6247120499610901,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.9203|6:0.0114|7:0.0114
13,math_grade4_2014,math-grade4-2014.js,multiple-choice,"Which number is a common factor of 15, 18, and 30?",3,0,0.78098977,1.3731951713562012,0:0.7810|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
14,math_grade4_2014,math-grade4-2014.js,multiple-choice,What digit is in the tenths place in this number? 24.816,4,6,0.8246595,1.1620197296142578,0:0.0251|1:0.0250|2:0.0250|3:0.0251|4:0.0250|5:0.0250|6:0.8247|7:0.0250
15,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which division statement represents 3 8 ?,3,6,0.78105736,1.372881531715393,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.7811|7:0.0313
16,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which fraction is represented by point W shown on the number line?,6,0,0.8748614,0.8952617645263672,0:0.8749|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
17,math_grade4_2014,math-grade4-2014.js,drag-drop,"Identify the place value for each digit in the number 304,215.",5,6,0.8539032,1.0101313591003418,0:0.0209|1:0.0209|2:0.0209|3:0.0209|4:0.0209|5:0.0209|6:0.8539|7:0.0209
18,math_grade4_2014,math-grade4-2014.js,multiple-choice,This table shows the times it took four students to complete a 40-meter race. Which statement about these times is true?,12,7,0.93262047,0.5452256202697754,0:0.0096|1:0.0096|2:0.0096|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.9326
19,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which statement is true?,2,6,0.70810556,1.6906070709228516,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.7081|7:0.0417
20,math_grade4_2014,math-grade4-2014.js,multiple-choice,How is 2.32 written in words?,2,0,0.70804197,1.6908665895462036,0:0.7080|1:0.0417|2:0.0418|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0417
21,math_grade4_2014,math-grade4-2014.js,multiple-choice,"What is 7,613,542 rounded to the nearest ten thousand?",4,7,0.8248651,1.1609830856323242,0:0.0250|1:0.0250|2:0.0250|3:0.0251|4:0.0250|5:0.0250|6:0.0250|7:0.8249
22,math_grade4_2014,math-grade4-2014.js,multiple-choice,A fractional part of this group of triangles is shaded. Which group below has an equivalent fraction of the arrows shaded?,10,1,0.92034215,0.6246004700660706,0:0.0114|1:0.9203|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
23,math_grade4_2014,math-grade4-2014.js,multiple-choice,Model 1 is shaded to represent one whole. Model 2 is shaded to represent a fraction. Which decimal number is represented in Model 2?,13,0,0.9374605,0.5130153298377991,0:0.9375|1:0.0089|2:0.0089|3:0.0089|4:0.0089|5:0.0089|6:0.0089|7:0.0089
24,math_grade4_2014,math-grade4-2014.js,drag-drop,Order the fractions from greatest to least.,4,4,0.8248244,1.1611888408660889,0:0.0251|1:0.0250|2:0.0250|3:0.0250|4:0.8248|5:0.0250|6:0.0250|7:0.0250
25,math_grade4_2014,math-grade4-2014.js,multiple-choice,"Which number, when rounded to the nearest hundredth, is equal to 7.59?",5,3,0.8540334,1.0094339847564697,0:0.0208|1:0.0208|2:0.0209|3:0.8540|4:0.0208|5:0.0209|6:0.0209|7:0.0208
26,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which figure has less than four angles?,4,4,0.44568437,1.8468493223190308,0:0.0250|1:0.0250|2:0.0250|3:0.4041|4:0.4457|5:0.0250|6:0.0250|7:0.0250
27,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which estimate best describes the value of 29 1 3 − 13 2 3 ?,4,7,0.8247722,1.161451816558838,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0251|5:0.0250|6:0.0250|7:0.8248
28,math_grade4_2014,math-grade4-2014.js,multiple-choice,Identify two lines in the figure that appear to be parallel.,6,5,0.87470716,0.8961272835731506,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.8747|6:0.0179|7:0.0179
29,math_grade4_2014,math-grade4-2014.js,multiple-choice,Lola's puppy weighed 6 pounds. What is the total number of ounces Lola's puppy weighed?,10,3,0.92042726,0.6240607500076294,0:0.0114|1:0.0114|2:0.0114|3:0.9204|4:0.0114|5:0.0114|6:0.0114|7:0.0114
30,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which pair of figures appears to be congruent?,4,1,0.82467866,1.1619234085083008,0:0.0250|1:0.8247|2:0.0250|3:0.0251|4:0.0251|5:0.0251|6:0.0250|7:0.0250
31,math_grade4_2014,math-grade4-2014.js,multiple-choice,A restaurant has 3 gallons of soup. What is the total number of pints of soup this restaurant has?,8,2,0.90271753,0.7334273457527161,0:0.0139|1:0.0139|2:0.9027|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
32,math_grade4_2014,math-grade4-2014.js,multiple-choice,A basketball team left the school at 2:55 P.M. and returned at 5:45 P.M. What was the total amount of time that passed between the time this team left and returned to the school?,14,7,0.94158983,0.4850795269012451,0:0.0083|1:0.0084|2:0.0083|3:0.0083|4:0.0084|5:0.0083|6:0.0083|7:0.9416
33,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which of these objects has a mass closest to 1 kilogram?,4,1,0.43355456,1.847865343093872,0:0.0250|1:0.4336|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.4163|7:0.0250
34,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which picture shows a single reflection of the figure across line r?,7,4,0.8905263,0.8056578636169434,0:0.0157|1:0.0156|2:0.0156|3:0.0156|4:0.8905|5:0.0156|6:0.0156|7:0.0156
35,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which set of figures shows only octagons?,4,5,0.82480973,1.1612625122070312,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.8248|6:0.0250|7:0.0250
36,math_grade4_2014,math-grade4-2014.js,multiple-choice,2 meters = __ millimeters,2,5,0.70818806,1.690269947052002,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.7082|6:0.0417|7:0.0417
37,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which of the followign represents ray KL?,3,6,0.78109115,1.3727251291275024,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.7811|7:0.0313
38,math_grade4_2014,math-grade4-2014.js,multiple-choice,Tyrone used 1 pint of liquid to completely fill a container. Which container could be the one Tyrone filled?,12,0,0.9326486,0.5450396537780762,0:0.9326|1:0.0096|2:0.0096|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.0096
39,math_grade4_2014,math-grade4-2014.js,multiple-choice,Mandy is making a spinner game. She wants the arrow on the spinner to have an equally likely chance of landing on each of 4 spaces. Each space will have a different shape on it. Which appears to be the spinner Mandy should make?,19,6,0.9561816,0.3825473487377167,0:0.0063|1:0.0063|2:0.0063|3:0.0063|4:0.0063|5:0.0063|6:0.9562|7:0.0063
40,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which equation is true?,2,1,0.70795584,1.691218614578247,0:0.0417|1:0.7080|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.0418|7:0.0417
41,math_grade4_2014,math-grade4-2014.js,multiple-choice,"Lenny bought sunglasses for $3.35 and a beach towel for $8.71, including tax. He gave the clerk $15.00 to pay for these items. What is the amount of change Lenny should receive?",15,2,0.9452693,0.4598110318183899,0:0.0078|1:0.0078|2:0.9453|3:0.0078|4:0.0078|5:0.0078|6:0.0078|7:0.0078
42,math_grade4_2014,math-grade4-2014.js,multiple-choice,The table shows the total number of players on different numbers of bowling teams in a tournament. The pattern continues in the same way. How many bowling teams are needed for a total of 52 players?,19,5,0.9561951,0.38244858384132385,0:0.0063|1:0.0063|2:0.0063|3:0.0063|4:0.0063|5:0.9562|6:0.0063|7:0.0063
43,math_grade4_2014,math-grade4-2014.js,multiple-choice,Lori has a coin with one side heads and one side tails. Which letter on this number line best represents the probability that this coin flipped one time will land with tails facing up?,21,4,0.80446386,0.931704580783844,0:0.0057|1:0.0057|2:0.0057|3:0.0057|4:0.8045|5:0.1614|6:0.0057|7:0.0057
44,math_grade4_2014,math-grade4-2014.js,multiple-choice,"This graph shows the morning temperature in a city for each of four days. The morning temperature on Thursday was 52°F. Based on the data in this graph, which day had a temperature closest to Thursday's temperature?",18,4,0.95390934,0.39894533157348633,0:0.0066|1:0.0066|2:0.0066|3:0.0066|4:0.9539|5:0.0066|6:0.0066|7:0.0066
45,math_grade4_2014,math-grade4-2014.js,multiple-choice,"Todd has the following folders in his backpack: 2 blue 2 red 2 yellow 2 purple The folders are all the same size and shape, Todd reaches into his backpack and selects one folder without looking. What is the likelihood the folder will be green?",22,4,0.9619225,0.3403036594390869,0:0.0054|1:0.0054|2:0.0054|3:0.0054|4:0.9619|5:0.0054|6:0.0054|7:0.0054
46,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which number sentence is correct?,3,0,0.780948,1.373389482498169,0:0.7809|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
47,math_grade4_2014,math-grade4-2014.js,multiple-choice,Which equation shows the use of the associative property of multiplication?,6,4,0.8748662,0.8952347040176392,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.8749|5:0.0179|6:0.0179|7:0.0179
48,math_grade4_2014,math-grade4-2014.js,point-select,Jeremy rolls a fair number cube labeled 1 through 6. Place a point on the number line to represent the probability that he will roll a 2 on the first roll.,15,0,0.75007683,1.1066974401474,0:0.7501|1:0.0078|2:0.0078|3:0.2030|4:0.0078|5:0.0078|6:0.0078|7:0.0078
49,math_grade4_2014,math-grade4-2014.js,multiple-choice,"An art club has 2 fourth-grade girls, 4 third-grade boys, 10 third-grade girls, and 8 fourth-grade boys. Which table correctly shows this information?",14,0,0.94162637,0.48482999205589294,0:0.9416|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.0083|7:0.0083
50,math_grade4_2014,math-grade4-2014.js,multiple-choice,"In increasing pattern is shown. 5, 14, 23, 32, 41 Which pattern uses the same rule as the pattern above?",7,0,0.5798468,1.5460484027862549,0:0.5798|1:0.3263|2:0.0156|3:0.0156|4:0.0157|5:0.0156|6:0.0156|7:0.0156
1,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Each circle shown is the same size. Which correctly compares the fractions represented by the shaded regions of each circle?,10,3,0.9203627,0.6244697570800781,0:0.0114|1:0.0114|2:0.0114|3:0.9204|4:0.0114|5:0.0114|6:0.0114|7:0.0114
2,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Each model shown is shaded to represent a fraction. Each model is the same size. Which two models appear to have equivalent fractions shaded?,13,0,0.93741995,0.5132873058319092,0:0.9374|1:0.0089|2:0.0089|3:0.0089|4:0.0089|5:0.0089|6:0.0089|7:0.0089
3,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Model X represents a number. Key: □ = 1 Which fraction and decimal are equivalent to the number represented by Model X?,10,0,0.63265944,1.379501223564148,0:0.6327|1:0.0114|2:0.0114|3:0.2991|4:0.0114|5:0.0114|6:0.0114|7:0.0114
4,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Which estimate best describes the value of 29 1 3 − 13 2 3 ?,4,7,0.8247732,1.1614469289779663,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0251|5:0.0250|6:0.0250|7:0.8248
5,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,James needs 1 2 foot of string for each bracelet he makes. He will make 5 bracelets. What is the total length of string James needs to make 5 bracelets?,15,0,0.94528216,0.4597221612930298,0:0.9453|1:0.0078|2:0.0078|3:0.0078|4:0.0078|5:0.0078|6:0.0078|7:0.0078
6,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,A cook will pour 4 cups of uncooked rice into 8 bags. The cook will pour the same amount of rice into each bag. Which division statement best represents this situation?,16,5,0.94849366,0.4373582601547241,0:0.0074|1:0.0074|2:0.0074|3:0.0074|4:0.0074|5:0.9485|6:0.0074|7:0.0074
7,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Which group can be represented by the division statement shown? 4 5 = 4 ÷ 5,5,1,0.85392237,1.0100291967391968,0:0.0209|1:0.8539|2:0.0209|3:0.0209|4:0.0209|5:0.0209|6:0.0209|7:0.0209
8,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,The array shown represents a number. It has 5 rows and 10 columns. Which list shows all the factor pairs for this number?,11,5,0.92699647,0.5819802284240723,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.9270|6:0.0104|7:0.0104
9,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Cindy rode her bike 4 5 of a mile. Wyatt rode his bike 3 5 of a mile. What is the total distance Cindy and Wyatt rode their bikes?,14,6,0.9416503,0.48466747999191284,0:0.0083|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.9417|7:0.0083
10,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,"Lenny bought sunglasses for $3.35 and a beach towel for $8.71, including tax. He gave the clerk $15.00 to pay for these items. What is the amount of change Lenny should receive?",15,2,0.9452684,0.459817111492157,0:0.0078|1:0.0078|2:0.9453|3:0.0078|4:0.0078|5:0.0078|6:0.0078|7:0.0078
11,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Which estimate is most reasonable for the weight or the mass of the gym shoes this girl is holding?,8,4,0.90268,0.7336538434028625,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.9027|5:0.0139|6:0.0139|7:0.0139
12,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,16 ounces = 1 pound 2 pounds = ______ ? ounces,4,3,0.8248527,1.1610455513000488,0:0.0250|1:0.0250|2:0.0250|3:0.8249|4:0.0250|5:0.0251|6:0.0250|7:0.0250
13,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,3 feet = 1 yard Malik bought 38 feet of fencing to place around his garden. Which length is equivalent to 38 feet?,12,4,0.93259734,0.5453779101371765,0:0.0096|1:0.0096|2:0.0096|3:0.0096|4:0.9326|5:0.0096|6:0.0096|7:0.0096
14,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,This clock shows the time Xavier finished swim practice. His practice lasted 2 hours 20 minutes. At what time did Xavier's swim practice start?,16,4,0.9484968,0.43733546137809753,0:0.0074|1:0.0074|2:0.0074|3:0.0074|4:0.9485|5:0.0074|6:0.0074|7:0.0074
15,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,This line graph shows the total number of cups of lemonade Patrick sold on one day from 10:00 A.M. until 3:00 P.M. Which table shows another way to organize the data?,17,5,0.95133203,0.4173392355442047,0:0.0070|1:0.0070|2:0.0070|3:0.0070|4:0.0070|5:0.9513|6:0.0069|7:0.0070
16,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,Isaiah has erasers in his pocket. • There are orange erasers and purple erasers. • All the erasers are the same size and shape. • Isaiah is least likely to select a purple eraser when he takes one eraser out of his pocket without looking. Which letter best represents the probability Isaiah will select a purple eraser?,30,6,0.97175974,0.26476913690567017,0:0.0040|1:0.0040|2:0.0040|3:0.0040|4:0.0040|5:0.0040|6:0.9718|7:0.0040
17,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,The probability that the arrow on a spinner will land on a space labeled black is 3 6 . Which spinner best represents this situation?,11,6,0.92702234,0.5818127393722534,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.9270|7:0.0104
18,math_grade4_practice_2023,math-grade4-practice-2023.js,multiple-choice,"This list of numbers follows a pattern. 14, 23, 32, 41, 50… The pattern continues in the same way. What will be the 7th number in this pattern?",9,1,0.55806017,1.4749765396118164,0:0.0125|1:0.5581|2:0.0125|3:0.0125|4:0.0125|5:0.3668|6:0.0125|7:0.0125
1,math_grade5_2014,math-grade5-2014.js,multiple-choice,56.791 + 1.9 = ?,0,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
2,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which decimal is equivalent to 3 5 ?,2,5,0.70817983,1.6903036832809448,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.7082|6:0.0417|7:0.0417
3,math_grade5_2014,math-grade5-2014.js,multiple-choice,A parking garage has 12 levels. Each level has 86 parking spaces. What is the total number of parking spaces in the garage?,11,4,0.92703897,0.5817049741744995,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.9270|5:0.0104|6:0.0104|7:0.0104
4,math_grade5_2014,math-grade5-2014.js,multiple-choice,What is the value of this expression? 6+4(8-5),2,5,0.70795107,1.6912381649017334,0:0.0417|1:0.0417|2:0.0417|3:0.0418|4:0.0417|5:0.7080|6:0.0417|7:0.0417
5,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which list of numbers is ordered from least to greatest?,5,5,0.8540259,1.009474277496338,0:0.0209|1:0.0208|2:0.0208|3:0.0208|4:0.0209|5:0.8540|6:0.0208|7:0.0209
6,math_grade5_2014,math-grade5-2014.js,multiple-choice,"Based on the order of operations, which shows the first step in simplifying this expression? 16 ÷ 2 + 6(7 + 4 × 5)",8,3,0.42938888,1.8928310871124268,0:0.0139|1:0.0139|2:0.0139|3:0.4294|4:0.3514|5:0.1497|6:0.0139|7:0.0139
7,math_grade5_2014,math-grade5-2014.js,free-response,This table shows the weights of Vincent's three dogs. What is the difference between the combined weight of Hannah and Dillon and the weight of Wilson?,13,7,0.93746877,0.5129594802856445,0:0.0089|1:0.0089|2:0.0089|3:0.0089|4:0.0089|5:0.0089|6:0.0089|7:0.9375
8,math_grade5_2014,math-grade5-2014.js,multiple-choice,"Mary Lee has a total of 216 eggs. Using these eggs, she will fill empty egg cartons that each hold 12 eggs. What is the greatest number of egg cartons that Mary Lee can fill completely?",20,6,0.9582958,0.3671303987503052,0:0.0060|1:0.0060|2:0.0060|3:0.0060|4:0.0060|5:0.0060|6:0.9583|7:0.0060
9,math_grade5_2014,math-grade5-2014.js,multiple-choice,What is the product of 5.06 and 2.1?,1,6,0.56223124,2.217768669128418,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0626|5:0.0625|6:0.5622|7:0.0625
10,math_grade5_2014,math-grade5-2014.js,free-response,493.57 ÷ 7 = __,0,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
11,math_grade5_2014,math-grade5-2014.js,multiple-choice,The cost for a movie ticket is $5.50. Soft drinks cost $1.25 each. What is the total cost for 13 people to each purchase a movie ticket and a soft drink?,14,1,0.94162697,0.4848264455795288,0:0.0083|1:0.9416|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.0083|7:0.0083
12,math_grade5_2014,math-grade5-2014.js,multiple-choice,"students are comparing their heights. Jose is 4 1 6 feet tall, Lee is 4 1 4 feet tall, Judi is 4 1 12 feet tall, and Sammy is 4 2 3 feet tall. Which student is the tallest?",17,3,0.95135456,0.4171799421310425,0:0.0070|1:0.0069|2:0.0069|3:0.9514|4:0.0070|5:0.0069|6:0.0069|7:0.0070
13,math_grade5_2014,math-grade5-2014.js,multiple-choice,Michael has a total of 10 pies to serve. This table shows the amounts of pie Michael has already served. Which mixed number represents the total amount of pie Michael has left to serve?,20,1,0.95829725,0.36711907386779785,0:0.0060|1:0.9583|2:0.0060|3:0.0060|4:0.0060|5:0.0060|6:0.0060|7:0.0060
14,math_grade5_2014,math-grade5-2014.js,multiple-choice,"The state of Virginia has a total area of 39,594 square miles. The state of Maryland has a total area of 9,774 square miles. How much larger is the total area of Virginia than Maryland?",18,6,0.6835078,1.174717903137207,0:0.0066|1:0.0066|2:0.0066|3:0.2770|4:0.0066|5:0.0066|6:0.6835|7:0.0066
15,math_grade5_2014,math-grade5-2014.js,multiple-choice,Karla bought 3 packages of chicken. The total weight of the chicken in these packages is 7.52 pounds. This table shows the weight of the chicken in two packages. What is the weight of the chicken in package Y?,18,3,0.95392144,0.39885810017585754,0:0.0066|1:0.0066|2:0.0066|3:0.9539|4:0.0066|5:0.0066|6:0.0066|7:0.0066
16,math_grade5_2014,math-grade5-2014.js,multiple-choice,This chart shows the number of miles Tyra walked on each of three days. What is the total number of miles Tyra walked on these three days?,15,0,0.94526094,0.4598684310913086,0:0.9453|1:0.0078|2:0.0078|3:0.0078|4:0.0078|5:0.0078|6:0.0078|7:0.0078
17,math_grade5_2014,math-grade5-2014.js,multiple-choice,A set of basketball uniforms contains only odd-numbered jerseys. Which could be three of the jersey numbers from this set of uniforms?,12,3,0.9326213,0.5452200174331665,0:0.0096|1:0.0096|2:0.0096|3:0.9326|4:0.0096|5:0.0096|6:0.0096|7:0.0096
18,math_grade5_2014,math-grade5-2014.js,multiple-choice,Tristan saw five helicopters parked at the airport. Which list shows all of the odd numbers on the helicopters?,11,7,0.9270473,0.581650972366333,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.9270
19,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which of the following digits could be found in the ones place of a number that is divisible by 2?,8,0,0.90264857,0.7338426113128662,0:0.9026|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
20,math_grade5_2014,math-grade5-2014.js,free-response,"What is 7,459.82 rounded to the nearest whole number?",4,3,0.8248578,1.161020040512085,0:0.0251|1:0.0250|2:0.0250|3:0.8249|4:0.0250|5:0.0250|6:0.0250|7:0.0250
21,math_grade5_2014,math-grade5-2014.js,multiple-choice,530 milliliters = __ liter(s),2,2,0.7082586,1.6899821758270264,0:0.0417|1:0.0417|2:0.7083|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0417
22,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which is closest to the measure of ∠T?,2,4,0.7080328,1.6909044981002808,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.7080|5:0.0417|6:0.0417|7:0.0417
23,math_grade5_2014,math-grade5-2014.js,multiple-choice,Marissa drew a figure with the following characteristics. Four congruent sides Two pairs of parallel sides Two pairs of congruent opposite angles No right angles Which term best describes the figure Marissa drew?,25,7,0.9662993,0.3072338104248047,0:0.0048|1:0.0048|2:0.0048|3:0.0048|4:0.0048|5:0.0048|6:0.0048|7:0.9663
24,math_grade5_2014,math-grade5-2014.js,multiple-choice,Mario began watching a movie at the time shown on the clock. The movie was 2 hours and 25 minutes long. What time did the movie end?,14,1,0.94162935,0.484809547662735,0:0.0083|1:0.9416|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.0083|7:0.0083
25,math_grade5_2014,math-grade5-2014.js,multiple-choice,"To determine the amount of peanuts a bag will hold, Toby needs to find the--",8,4,0.9025914,0.7341869473457336,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.9026|5:0.0139|6:0.0139|7:0.0139
26,math_grade5_2014,math-grade5-2014.js,multiple-select,This is a flat figure. Destiny plans to cut this figure along the dashed line segments. Identify the names of the three figures she will form.,15,6,0.9452035,0.4602661430835724,0:0.0078|1:0.0078|2:0.0078|3:0.0078|4:0.0078|5:0.0078|6:0.9452|7:0.0078
27,math_grade5_2014,math-grade5-2014.js,multiple-choice,Point S is the center of the circle shown. Which line segment is a radius of the circle?,8,0,0.9026694,0.7337178587913513,0:0.9027|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
28,math_grade5_2014,math-grade5-2014.js,multiple-choice,The city is building a new outdoor basketball court. Which is most likely the length of the new outdoor basketball court?,12,4,0.9326538,0.5450056791305542,0:0.0096|1:0.0096|2:0.0096|3:0.0096|4:0.9327|5:0.0096|6:0.0096|7:0.0096
29,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which triangle appears to be a scalene triangle?,4,1,0.82487583,1.1609293222427368,0:0.0250|1:0.8249|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
30,math_grade5_2014,math-grade5-2014.js,multiple-choice,Perimeter is used to find the--,3,1,0.7809035,1.3735953569412231,0:0.0314|1:0.7809|2:0.0313|3:0.0313|4:0.0313|5:0.0314|6:0.0313|7:0.0313
